Program Name,University Name,Location
Doctor of Education,University of Western Australia,"Perth, Australia"
PHD Doctor of Philosophy FT (Research),Royal Conservatoire of Scotland,"Glasgow, Scotland"
PHD Doctor of Philosophy PT (Research),Royal Conservatoire of Scotland,"Glasgow, Scotland"
Medicine (MDPhD) - Doctor of Medicine and Doctor of Philosophy,The University of British Columbia,"Vancouver, Canada"
Doctorate in Molecular Biology and Biotechnology,University of León,"León, Spain"
Doctor of Philosophy (PhD) in Accounting,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Philosophy (PhD) in English,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Philosophy (PhD) in History,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Philosophy (PhD) in Psychology,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctorate in Biomedicine and Health Sciences,University of León,"León, Spain"
Doctor of Philosophy (PhD) in Applied Linguistics,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Health,University of Tasmania,Multiple (4)
Doctor of Education,University of Tasmania,Multiple (3)
Doctor of Philosophy (Pharmacy),University of Tasmania,"Hobart, Australia"
Doctorate in Production Engineering and Computing,University of León,"León, Spain"
Doctorate in Functional and Applied Ecology,University of León,"León, Spain"
Doctor of Philosophy (PhD) in Strategic Management,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctorate in Functional and Applied Ecology,University of León,"León, Spain"
Mathematics and Statistics (Doctorate),University of Regina,"Regina, Canada"
PhD - Doctor of Philosophy in Nursing,Massey University,"Palmerston North, New Zealand"
Occupational Therapy Doctorate,Keck Graduate Institute,"Claremont, United States of America"
Doctor of Philosophy (PhD) - Chemical and Materials Engineering,University of Auckland,"Auckland, New Zealand"
Doctor of Education,Flinders University,"Adelaide, Australia"
Doctor of Philosophy (Law),University of Tasmania,Multiple (2)
Doctor of Philosophy (Psychology),University of Tasmania,Multiple (2)
Doctor of Philosophy in Science,Khalifa University of Science and Technology,"Abu Dhabi, United Arab Emirates"
Doctor of Philosophy (PhD) in Health,Victoria University of Wellington,"Wellington, New Zealand"
Doctor of Philosophy (PhD) - Computer Systems Engineering,University of Auckland,"Auckland, New Zealand"
Doctorate in Applied Research in Health Sciences,University of León,"León, Spain"
Doctorate in Business Administration,Berlin School of Business & Innovation,"Berlin, Germany"
Doctor of Philosophy (PhD) in Management and Sustainability,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Education Doctorate program,Bangor University,"Bangor, Wales"
Biology (Doctorate),University of Regina,"Regina, Canada"
Doctor of Philosophy,Murdoch University,"Perth, Australia"
PhD - Doctor of Philosophy in Finance,Massey University,"Palmerston North, New Zealand"
PhD - Doctor of Philosophy in Marketing,Massey University,"Palmerston North, New Zealand"
Doctor of Philosophy (Education),University of Tasmania,Multiple (3)
Doctor of Philosophy (Nursing),University of Tasmania,Multiple (4)
Doctor of Philosophy (PhD) in Labour Studies,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Cranfield Executive Doctorate,Cranfield School of Management,"Bedfordshire, England"
Doctorate in Finance (in English only),ISCTE-University Institute of Lisbon,"Lisbon, Portugal"
Doctor of Philosophy (PhD) in Engineering,Victoria University of Wellington,"Wellington, New Zealand"
Doctor of Philosophy (PhD) in Development Studies,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Education,Southern Cross University,"Gold Coast, Australia"
Doctor of Business Administration,European Business University,"Luxembourg City, Luxembourg"
Electronic Systems Engineering (Doctorate),University of Regina,"Regina, Canada"
Pharmacology (PhD) - Doctor of Philosophy in Pharmacology,The University of British Columbia,"Vancouver, Canada"
"PhD - Doctor of Philosophy in Engineering, Computer and Mathematical Sciences",Auckland University of Technology,"Auckland, New Zealand"
Doctor of Philosophy (PhD) in Environmental Planning,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Professional Engineering,University of Southern Queensland,"Toowoomba, Australia"
Doctor of Philosophy (PhD) in French,The University of Waikato,"Hamilton (New Zealand), New Zealand"
PhD - Doctor of Philosophy in Accounting,Massey University,"Palmerston North, New Zealand"
PhD - Doctor of Philosophy in Banking,Massey University,"Palmerston North, New Zealand"
PhD - Doctor of Philosophy in Food,Massey University,"Palmerston North, New Zealand"
PhD - Doctor of Philosophy in Management,Massey University,"Palmerston North, New Zealand"
Doctor of Philosophy (PhD) in Political Science,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctorate in Political Science (in Portuguese only),ISCTE-University Institute of Lisbon,"Lisbon, Portugal"
Doctor of Philosophy,Victoria University,"Victoria (State in Australia), Australia"
Doctor of Philosophy (PhD) in Management Systems,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctorate in Educational Psychology and Educational Studies,University of León,"León, Spain"
Biosciences (MD),Cardiff University,"Cardiff, Wales"
Computer Science (Doctorate),Royal Military College of Canada,"Kingston, Canada"
Doctor of Biotechnology,The University of Queensland,"Brisbane, Australia"
Doctor of Philosophy (PhD) in Earth Sciences,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Philosophy (PhD) in Biological Sciences,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Philosophy (Agriculture),University of Tasmania,Multiple (3)
Electrical Engineering (Doctorate),Royal Military College of Canada,"Kingston, Canada"
PhD - Doctor of Philosophy in College of Business and Law,The University of Canterbury,"Christchurch, New Zealand"
Doctorate in Business Administration (Research),University of Bradford,"Bradford, England"
PhD - Doctor of Philosophy in Economics,Massey University,"Palmerston North, New Zealand"
Doctor of Philosophy (PhD) in Materials and Processing,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Mechanical Engineering (Doctorate),Royal Military College of Canada,"Kingston, Canada"
Computer Engineering (Doctorate),Royal Military College of Canada,"Kingston, Canada"
Doctor of Philosophy (PhD) in Humanities and Social Science,Victoria University of Wellington,"Wellington, New Zealand"
Doctor of Philosophy (PhD) in Population Studies,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Nuclear Science (Doctorate),Royal Military College of Canada,"Kingston, Canada"
Doctor of Philosophy,University of Technology Sydney,"Sydney, Australia"
Doctor of Legal Science (Research),Bond University,"Gold Coast, Australia"
Doctor of Social Sciences,University of Sydney,"Sydney, Australia"
Doctorate in Physical Activity and Sports Studies,University of León,"León, Spain"
Doctor of Philosophy,University of Notre Dame Australia,"New South Wales, Australia"
PhD - Doctor of Philosophy (School of Humanities),Massey University,"Palmerston North, New Zealand"
Doctor of Philosophy - Graduate Business,Curtin University,"Perth, Australia"
Doctorate in Architecture of Contemporary Metropolitan Territories (in Portuguese only),ISCTE-University Institute of Lisbon,"Lisbon, Portugal"
Doctor of Public Health (Research),James Cook University,"Townsville, Australia"
Doctor of Philosophy (PhD) in Theatre Studies,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Business Administration,Charles Sturt University,"Bathurst, Australia"
Doctor of Physiotherapy (Research),University of Notre Dame Australia,"New South Wales, Australia"
Doctor of Philosophy (PhD) in Public Relations,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Philosophy (Creative Arts),University of Tasmania,Multiple (2)
Doctor of Philosophy (Geomatic Engineering),University of Tasmania,Multiple (2)
Doctor of Philosophy (Mechanical Engineering),University of Tasmania,Multiple (2)
Doctor of Health,University of Southern Queensland,"Toowoomba, Australia"
Doctor of Education,Murdoch University,"Perth, Australia"
DBA Doctor of Business Administration,Munich Business School GmbH,"Munich, Germany"
Doctor of Education,The University of Melbourne,"Melbourne (Australia), Australia"
Clinical Investigation and Vision Sciences,Cardiff University,"Cardiff, Wales"
Computer Science (Doctorate),University of Regina,"Regina, Canada"
Doctor of Philosophy (PhD) in Computer Science,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Business Administration,University of Southern Queensland,"Toowoomba, Australia"
"Doctorate in Health, Disabilities, Dependence and Welfare",University of León,"León, Spain"
Doctor of Philosophy in Petroleum Geoscience,Khalifa University of Science and Technology,"Abu Dhabi, United Arab Emirates"
Doctorate in Business Administration (in English only),ISCTE-University Institute of Lisbon,"Lisbon, Portugal"
Doctor of Philosophy,University of Technology Sydney,"Sydney, Australia"
Doctor of Medicine (MD),University of Auckland,"Auckland, New Zealand"
Doctor of Philosophy (Biological Sciences),University of Tasmania,Multiple (3)
Doctor of Philosophy (Chemical Sciences),University of Tasmania,Multiple (3)
Doctor of Philosophy (Computer Engineering),University of Tasmania,Multiple (3)
Doctor of Philosophy (Earth Sciences),University of Tasmania,Multiple (3)
Doctor of Philosophy (Environmental Studies),University of Tasmania,Multiple (3)
Doctor of Philosophy (Information Technology),University of Tasmania,Multiple (3)
Doctor of Philosophy (Management and Commerce),University of Tasmania,Multiple (3)
Doctor of Philosophy (Mathematical Sciences),University of Tasmania,Multiple (3)
Doctor of Philosophy (Medical Science),University of Tasmania,Multiple (3)
Doctor of Philosophy (Medical Studies),University of Tasmania,Multiple (3)
Doctor of Philosophy (Physics and Astronomy),University of Tasmania,Multiple (3)
Doctor of Philosophy,Griffith University,"Gold Coast, Australia"
Environmental Engineering (Doctorate),Royal Military College of Canada,"Kingston, Canada"
Environmental Science (Doctorate),Royal Military College of Canada,"Kingston, Canada"
Doctor of Philosophy (PhD) in Architecture and Design,Victoria University of Wellington,"Wellington, New Zealand"
TopMath: Applied Mathematics (Master) with Integrated Doctorate Program,Technical University of Munich,"Garching, Germany"
Doctor of Philosophy,Victoria University,"Victoria (State in Australia), Australia"
Doctor of Education (Research),James Cook University,"Townsville, Australia"
PhD - Doctor of Philosophy in Social Sciences and Public Policy,Auckland University of Technology,"Auckland, New Zealand"
Doctorate in Public Health,Bangor University,"Bangor, Wales"
Doctor of Philosophy (PhD) - Operations and Supply Chain Management,University of Auckland,"Auckland, New Zealand"
Doctor of Philosophy (PhD) in Tourism Management,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Philosophy (Society and Culture),University of Tasmania,Multiple (4)
Doctor of Philosophy (PhD) in Environmental Sciences,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctorate in Law: Legal Protections and Social Cohesion,University of León,"León, Spain"
Professional Doctorate in Healthcare,Bangor University,"Bangor, Wales"
PhD - Doctor of Philosophy (School of Psychology),Massey University,"Palmerston North, New Zealand"
PhD - Doctor of Philosophy in Communication and Journalism,Massey University,"Palmerston North, New Zealand"
Doctoral Programme DMus / PhD (Research),Guildhall School of Music & Drama,"London, England"
Doctor of Philosophy,University of Southern Queensland,"Toowoomba, Australia"
Doctor of Philosophy,University of the Sunshine Coast,"Sunshine Coast, Australia"
Doctor of Philosophy,University of the Sunshine Coast,"Sunshine Coast, Australia"
Doctor of Philosophy,University of the Sunshine Coast,"Sunshine Coast, Australia"
Doctor of Philosophy,University of the Sunshine Coast,"Sunshine Coast, Australia"
Doctor of Philosophy,University of the Sunshine Coast,"Sunshine Coast, Australia"
Doctor of Philosophy,University of the Sunshine Coast,"Sunshine Coast, Australia"
Doctor of Philosophy,University of the Sunshine Coast,"Sunshine Coast, Australia"
Doctor of Philosophy,University of the Sunshine Coast,"Sunshine Coast, Australia"
Doctoral Programme DMus / PhD (Research),Guildhall School of Music & Drama,"London, England"
Doctorate in Information Science and Technology (in Portuguese only),ISCTE-University Institute of Lisbon,"Lisbon, Portugal"
Doctorate in African Studies (in Portuguese only),ISCTE-University Institute of Lisbon,"Lisbon, Portugal"
Doctor of Business Administration,Southern Cross University,"Gold Coast, Australia"
Doctor of Business Administration,Southern Cross University,"Gold Coast, Australia"
Doctor of Philosophy (PhD) in Women's and Gender Studies,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Philosophy (Business),University of Wollongong,"Wollongong, Australia"
Doctor of Juridical Science,University of Western Australia,"Perth, Australia"
Doctoral Programme (Research),"Royal College of Music, London","London, England"
Biomedicine (MD),Cardiff University,"Cardiff, Wales"
Doctor of Philosophy,Victoria University,"Victoria (State in Australia), Australia"
Ageing and Dementia Studies Professional Doctorate,Bangor University,"Bangor, Wales"
PhD - Doctor of Philosophy in Sport and Exercise,Massey University,"Palmerston North, New Zealand"
PhD - Doctor of Philosophy in Sport and Exercise,Massey University,"Palmerston North, New Zealand"
PhD - Doctor of Philosophy in Veterinary Science,Massey University,"Palmerston North, New Zealand"
Doctor of Psychology (Clinical Psychology),James Cook University,"Townsville, Australia"
Doctor of Philosophy,University of Technology Sydney,"Sydney, Australia"
Doctorate in Legal Liability. A Multidisciplinary Approach,University of León,"León, Spain"
Doctor of Philosophy,Deakin University,Multiple (2)
Doctor of Philosophy,University of Canberra,"Canberra, Australia"
Doctor of Philosophy,University of Canberra,"Canberra, Australia"
PhD - Doctor of Philosophy in Agriculture and Environment,Massey University,"Palmerston North, New Zealand"
PhD - Doctor of Philosophy in Fundamental Sciences,Massey University,"Palmerston North, New Zealand"
Doctorate in Urban Studies (in Portuguese only),ISCTE-University Institute of Lisbon,"Lisbon, Portugal"
Doctor of Philosophy,The University of Queensland,"Brisbane, Australia"
Doctor of Philosophy,The University of Queensland,"Brisbane, Australia"
Doctor of Philosophy (PhD) in Population Studies and Demography,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Experimental Medicine (PhD) - Doctor of Philosophy in Experimental Medicine,The University of British Columbia,"Vancouver, Canada"
"Doctorate in The Hispanic World: Roots, Development and Impact",University of León,"León, Spain"
Doctor of Philosophy (Architecture and Urban Environment),University of Tasmania,Multiple (2)
Doctor of Philosophy (Quantitative Antarctic Science),University of Tasmania,Multiple (2)
Doctor of Philosophy (Quantitative Marine Science),University of Tasmania,Multiple (2)
Doctor of Philosophy,Edith Cowan University,"Perth, Australia"
Doctor of Philosophy,Victoria University,"Victoria (State in Australia), Australia"
Environmental Systems Engineering (Doctorate),University of Regina,"Regina, Canada"
Doctor of Nursing Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
Doctorate in Contrastive and Comparative Studies: English / French / Spanish,University of León,"León, Spain"
Doctorate in Educational Leadership (Research),University of Bolton,"Bolton, England"
Doctor of Philosophy (Psychology),University of Wollongong,"Wollongong, Australia"
Professional Doctorate in Public Administration (Research),University of Canberra,"Canberra, Australia"
Doctor of Philosophy (Arts),University of Wollongong,"Wollongong, Australia"
Doctor of Philosophy (Health),James Cook University,"Townsville, Australia"
Doctor of Philosophy (PhD) in Screen and Media Studies,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Engineering,University of Western Australia,"Perth, Australia"
Doctor of Philosophy,Victoria University,"Victoria (State in Australia), Australia"
Doctor of Philosophy (Natural and Physical Sciences),University of Tasmania,Multiple (3)
Doctoral School of Chemistry,University of Szeged,"Szeged, Hungary"
Doctor of Philosophy (Education),James Cook University,"Townsville, Australia"
Doctor of Health Professional Education (Research),James Cook University,"Townsville, Australia"
Pharmacy Practice and Clinical Pharmacy (MD),Cardiff University,"Cardiff, Wales"
PhD - Doctor of Philosophy (College of Creative Arts),Massey University,"Palmerston North, New Zealand"
Doctor of Philosophy,Deakin University,Multiple (2)
Doctor of Philosophy,Deakin University,Multiple (2)
Pharmacy Practice and Clinical Pharmacy (MD),Cardiff University,"Cardiff, Wales"
Doctor of Public Health,University of Wollongong,"Wollongong, Australia"
Doctor of Public Health,University of Wollongong,"Wollongong, Australia"
Doctor of Philosophy (Integrated),Victoria University,"Victoria (State in Australia), Australia"
Doctor of Philosophy (Integrated),Victoria University,"Victoria (State in Australia), Australia"
Doctor of Philosophy,Swinburne University of Technology,"Melbourne (Australia), Australia"
"Doctor of Philosophy, National Centre for Indigenous Studies",Australian National University,"Canberra, Australia"
Doctor of Applied Science,University of Southern Queensland,"Toowoomba, Australia"
Doctor of Philosophy (PhD) in Human Resource Management,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Clinical Dentistry,The University of Melbourne,"Melbourne (Australia), Australia"
Doctor of Philosophy,Victoria University,"Victoria (State in Australia), Australia"
Doctor of Philosophy (Business),University of Sydney,"Sydney, Australia"
Professional Doctorate in Legal Science (Research),University of Canberra,"Canberra, Australia"
Doctorate in Nursing (Research),Oxford Brookes University,"Oxford, England"
"Doctor of Philosophy (PhD) in Health, Sport and Human Performance",The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Education,Curtin University,"Perth, Australia"
Doctor of Business Administration (Research),Robert Gordon University,"Aberdeen, Scotland"
Doctor of Business Administration (Research),Robert Gordon University,"Aberdeen, Scotland"
PhD in Clinical Neuropsychology,Monash University,"Melbourne (Australia), Australia"
Doctor of Philosophy,Victoria University,"Victoria (State in Australia), Australia"
Doctor of Medicine,The University of Queensland,"Brisbane, Australia"
Doctor of Philosophy,Victoria University,"Victoria (State in Australia), Australia"
Doctor of Indigenous Philosophies,Southern Cross University,"Gold Coast, Australia"
Doctor of Indigenous Philosophies,Southern Cross University,"Lismore, Australia"
Pharmaceutical Sciences (PhD) - Doctor of Philosophy in Pharmaceutical Sciences,The University of British Columbia,"Vancouver, Canada"
PhD - Doctor of Philosophy (School of Social Work),Massey University,"Palmerston North, New Zealand"
Chemical and Materials Science (Doctorate),Royal Military College of Canada,"Kingston, Canada"
PhD in Clinical Psychology,Monash University,"Melbourne (Australia), Australia"
Doctor of Medical Science,The University of Melbourne,"Melbourne (Australia), Australia"
Doctor of Philosophy (Conservatorium),University of Sydney,"Sydney, Australia"
Doctor of Clinical Dentistry,University of Adelaide,"Adelaide, Australia"
Doctor of Philosophy (PhD) in Maori Language/Te Reo Maori,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Philosophy,Victoria University,"Victoria (State in Australia), Australia"
PhD - Doctor of Philosophy (School of People and Planning),Massey University,"Palmerston North, New Zealand"
PhD - Doctor of Philosophy in Human Resource Management,Massey University,"Palmerston North, New Zealand"
Doctorate in Psychology (in English only),ISCTE-University Institute of Lisbon,"Lisbon, Portugal"
Doctor of Education (Research),University of Bolton,"Bolton, England"
Doctor of Education (Research),University of Bolton,"Bolton, England"
Juris Doctor,University of Sydney,"Sydney, Australia"
Doctor of Philosophy,University of Technology Sydney,"Sydney, Australia"
Environmental Protection (4 Years),University of Ljubljana,"Ljubljana, Slovenia"
Doctoral Program in Finance,The University of Melbourne,"Melbourne (Australia), Australia"
Doctor of Philosophy (Architecture),University of Sydney,"Sydney, Australia"
Doctor of Philosophy (Science),University of Sydney,"Sydney, Australia"
Doctoral School of Linguistics,University of Szeged,"Szeged, Hungary"
"Doctor of Philosophy, Crawford School of Public Policy",Australian National University,"Canberra, Australia"
PhD - Doctor of Philosophy in Defence and Security Studies,Massey University,"Palmerston North, New Zealand"
Doctor of Philosophy,University of Western Australia,"Perth, Australia"
PhD - Doctor of Philosophy (School of English and Media Studies),Massey University,"Palmerston North, New Zealand"
Commerce / Juris Doctor,University of Ottawa,"Ottawa, Canada"
Doctor of Philosophy (Integrated),Victoria University,"Victoria (State in Australia), Australia"
Doctorate Of Business Administration (DBA),International French University,"Puteaux, France"
PhD - Doctor of Philosophy in Te Ara Poutama: Maori and indigenous development,Auckland University of Technology,"Auckland, New Zealand"
Juris Doctor,University of New South Wales,"Sydney, Australia"
Doctor of Medicine,University of Notre Dame Australia,"New South Wales, Australia"
Doctor of Medicine,University of Notre Dame Australia,"New South Wales, Australia"
EIT Manufacturing Doctoral School Program,EIT Manufacturing,"Multiple (6)

Darmstadt,
Gothenburg,
Milan,
Paris,
San Sebastián,
Vienna,"
Doctor of Philosophy,University of Technology Sydney,"Sydney, Australia"
PhD - Doctor of Philosophy (School of Health Sciences),Massey University,"Palmerston North, New Zealand"
Doctor of Midwifery,University of Technology Sydney,"Sydney, Australia"
Doctor of Nursing,University of Technology Sydney,"Sydney, Australia"
Doctor of Philosophy,Victoria University,"Victoria (State in Australia), Australia"
Doctor of Philosophy,University of Technology Sydney,"Sydney, Australia"
Doctor of Philosophy,University of New England,"Armidale, Australia"
PhD in Theatre Performance,Monash University,"Melbourne (Australia), Australia"
Doctor of Philosophy (Law),University of Sydney,"Sydney, Australia"
Doctor of Philosophy,Deakin University,Multiple (2)
Professional Doctorate in Business Administration (Research),University of Canberra,"Canberra, Australia"
"Ethnomusicology (PhD) - Doctor of Philosophy in Music, Emphasis Ethnomusicology",The University of British Columbia,"Vancouver, Canada"
Doctor of Laws,Alfred Nobel Open Business School Switzerland,"Zurich, Switzerland"
Juris Doctor,Macquarie University,"Sydney, Australia"
Doctor of Philosophy (Education),University of Sydney,"Sydney, Australia"
Endodontics (PhD/Dip Endodontics) - Doctor of Philosophy in Craniofacial Sci. & Diploma in Endo.,The University of British Columbia,"Vancouver, Canada"
Orthodontics (PhD/Dip Orthodontics) - Doctor of Philosophy in Craniofacial Sci. & Diploma in Ortho.,The University of British Columbia,"Vancouver, Canada"
Periodontics (PhD/Dip. Periodontics) - Doctor of Philosophy in Craniofacial Sci. & Dip. in Perio.,The University of British Columbia,"Vancouver, Canada"
Prosthodontics (PhD/Dip Prosthodontics)- Doctor of Philosophy in Craniofacial Sci. & Dip. in Prosth.,The University of British Columbia,"Vancouver, Canada"
Doctor of Philosophy (Medicine),University of Wollongong,"Wollongong, Australia"
Doctor of Philosophy (PhD) in Maori Cultural Studies/Tikanga Maori,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Philosophy (Engineering and IT),University of Sydney,"Sydney, Australia"
Doctor of Business Administration (Taught),Liverpool John Moores University,"Liverpool, England"
Doctor of Philosophy,Swinburne University of Technology,"Melbourne (Australia), Australia"
Doctor of Philosophy,Swinburne University of Technology,"Melbourne (Australia), Australia"
Doctor of Philosophy (Medicine),University of Sydney,"Sydney, Australia"
Doctor of Business Administration (Taught),Liverpool John Moores University,"Liverpool, England"
Doctor of Philosophy (Engineering),University of Wollongong,"Wollongong, Australia"
Doctoral School of Biology,University of Szeged,"Szeged, Hungary"
PhD in Education,Monash University,"Melbourne (Australia), Australia"
PhD in Arts,Monash University,"Melbourne (Australia), Australia"
"Doctor of Policing, Security and Criminal Justice (Taught)",Liverpool John Moores University,"Liverpool, England"
"Doctor of Policing, Security and Criminal Justice (Taught)",Liverpool John Moores University,"Liverpool, England"
Doctor of Philosophy (PhD) in International Relations and Security Studies,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Doctor of Philosophy (Integrated),Victoria University,"Victoria (State in Australia), Australia"
Doctoral Program in Marketing,The University of Melbourne,"Melbourne (Australia), Australia"
Doctor of Philosophy (Management and Commerce),James Cook University,"Townsville, Australia"
Doctor of Medicine,Western Sydney University,"Sydney, Australia"
Doctor of Philosophy (Health Sciences),University of Notre Dame Australia,"New South Wales, Australia"
Doctor of Education,Western University,"London, England"
Doctor of Philosophy (Society and Culture),James Cook University,"Townsville, Australia"
Doctoral School of Mathematics,University of Szeged,"Szeged, Hungary"
Doctor of Clinical Physiotherapy,Curtin University,"Perth, Australia"
Doctor of Philosophy (Architecture and Building),James Cook University,"Townsville, Australia"
Doctor of Philosophy (Creative Arts),James Cook University,"Townsville, Australia"
Doctor of Philosophy (Information Technology),James Cook University,"Townsville, Australia"
Doctor of Philosophy (Science) [MCP/PhD],University of Sydney,"Sydney, Australia"
Doctor of Ministry,Tyndale Seminary,"North York, Canada"
Doctor of Medicine,University of Western Australia,"Perth, Australia"
Doctor of Philosophy (Health and Society),University of Wollongong,"Wollongong, Australia"
Doctor of Fine Arts (DocFA),University of Auckland,"Auckland, New Zealand"
Doctor of Clinical Physiotherapy,Curtin University,"Perth, Australia"
Doctor of Philosophy,Swinburne University of Technology,"Melbourne (Australia), Australia"
Doctor of Philosophy,Swinburne University of Technology,"Melbourne (Australia), Australia"
Doctor of Philosophy,Swinburne University of Technology,"Melbourne (Australia), Australia"
Doctor of Philosophy,Swinburne University of Technology,"Melbourne (Australia), Australia"
Doctor of Philosophy,Swinburne University of Technology,"Melbourne (Australia), Australia"
Doctor of Philosophy,Swinburne University of Technology,"Melbourne (Australia), Australia"
Doctor of Philosophy,Swinburne University of Technology,"Melbourne (Australia), Australia"
Doctor of Philosophy,Swinburne University of Technology,"Melbourne (Australia), Australia"
Doctor of Philosophy,Swinburne University of Technology,"Melbourne (Australia), Australia"
Doctor of Philosophy,Swinburne University of Technology,"Melbourne (Australia), Australia"
Doctor of Philosophy,Swinburne University of Technology,"Melbourne (Australia), Australia"
Doctor of Philosophy,Swinburne University of Technology,"Melbourne (Australia), Australia"
Doctor of Philosophy,Swinburne University of Technology,"Melbourne (Australia), Australia"
Doctor of Philosophy (Health and Society),University of Wollongong,"Wollongong, Australia"
Doctor of Philosophy (PhD) and Master of Infectious Diseases,University of Western Australia,"Perth, Australia"
Doctoral School of Environmental Sciences,University of Szeged,"Szeged, Hungary"
Offshore Renewable Energy (Industrial Doctorate Centre) (Research),The University of Edinburgh,"Edinburgh, Scotland"
Doctor of Philosophy,University of Technology Sydney,"Sydney, Australia"
Doctor of Philosophy,University of Technology Sydney,"Sydney, Australia"
Doctor of Philosophy,University of Technology Sydney,"Sydney, Australia"
Doctor of Philosophy (Integrated),Victoria University,"Victoria (State in Australia), Australia"
PhD in Science,Monash University,"Melbourne (Australia), Australia"
Doctor of Philosophy (Health and Society),University of Wollongong,"Wollongong, Australia"
Doctor of Philosophy,University of Technology Sydney,"Sydney, Australia"
PhD in Law,Monash University,"Melbourne (Australia), Australia"
PhD - Doctor of Philosophy in Natural and Mathematical Sciences,Massey University,"Palmerston North, New Zealand"
Juris Doctor,The University of Melbourne,"Melbourne (Australia), Australia"
Doctoral School of Theoretical Medicine,University of Szeged,"Szeged, Hungary"
Doctor of Philosophy (Dentistry),University of Sydney,"Sydney, Australia"
Doctor of Philosophy (Mathematics),University of Wollongong,"Wollongong, Australia"
Doctor of Philosophy (Mathematics),University of Wollongong,"Wollongong, Australia"
Doctor of Philosophy (Mathematics),University of Wollongong,"Wollongong, Australia"
Doctor of Philosophy Integrated (Business),University of Wollongong,"Wollongong, Australia"
Doctoral Program in Management,The University of Melbourne,"Melbourne (Australia), Australia"
Doctor of Education,University of Notre Dame Australia,"New South Wales, Australia"
Doctor of Education,University of Southern Queensland,"Toowoomba, Australia"
Doctor of Philosophy Integrated (Psychology),University of Wollongong,"Wollongong, Australia"
Nuclear Engineering (Doctorate),Royal Military College of Canada,"Kingston, Canada"
Doctor of Musical Arts,University of Sydney,"Sydney, Australia"
"Doctor of Philosophy, Psychology",Australian National University,"Canberra, Australia"
"Doctor of Philosophy, Science",Australian National University,"Canberra, Australia"
Doctor of Philosophy (Science),University of Wollongong,"Wollongong, Australia"
Juris Doctor,University of Southern Queensland,"Toowoomba, Australia"
Doctor of Psychology,The University of Queensland,"Brisbane, Australia"
Doctor of Philosophy Integrated (Engineering),University of Wollongong,"Wollongong, Australia"
Doctor of Philosophy Integrated (Engineering),University of Wollongong,"Wollongong, Australia"
Doctor of Ministry,St. Stephen's College,"Edmonton, Canada"
Professional Doctorate in Health Psychology DHealthPsych (Taught),Liverpool John Moores University,"Liverpool, England"
Professional Doctorate in Health Psychology DHealthPsych (Taught),Liverpool John Moores University,"Liverpool, England"
Doctor of Podiatry,University of Western Australia,"Perth, Australia"
Doctor of Health Services,University of Technology Sydney,"Sydney, Australia"
Doctoral Program in Accounting,The University of Melbourne,"Melbourne (Australia), Australia"
Doctor of Philosophy,Victoria University,"Victoria (State in Australia), Australia"
PhD in Business and Economics,Monash University,"Melbourne (Australia), Australia"
Doctor of Philosophy,Victoria University,"Victoria (State in Australia), Australia"
Doctor of Philosophy,University of Technology Sydney,"Sydney, Australia"
Doctor of Philosophy,University of Technology Sydney,"Sydney, Australia"
Doctor of Philosophy (Law),University of Wollongong,"Wollongong, Australia"
PhD in Creative Writing,Monash University,"Melbourne (Australia), Australia"
Doctoral Program in Economics,The University of Melbourne,"Melbourne (Australia), Australia"
Doctor of Philosophy With Various Specialisations,The University of the Free State,"Bloemfontein, South Africa"
Doctor of Philosophy,Charles Sturt University,"Bathurst, Australia"
